 0.00000000000000E+00  0.00000000000000E+00 -4.35000000000000E-02  0.00000000000000E+00  0.00000000000000E+00 -3.48000000000000E-02  0.00000000000000E+00  0.00000000000000E+00 -2.61000000000000E-02  0
 0.00000000000000E+00  0.00000000000000E+00 -3.48000000000000E-02  0.00000000000000E+00  0.00000000000000E+00 -2.61000000000000E-02  0.00000000000000E+00  0.00000000000000E+00 -1.74000000000000E-02  0
 0.00000000000000E+00  0.00000000000000E+00 -2.61000000000000E-02  0.00000000000000E+00  0.00000000000000E+00 -1.74000000000000E-02  0.00000000000000E+00  0.00000000000000E+00 -8.70000000000000E-03  0
 0.00000000000000E+00  0.00000000000000E+00 -1.74000000000000E-02  0.00000000000000E+00  0.00000000000000E+00 -8.70000000000000E-03  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  0
 0.00000000000000E+00  0.00000000000000E+00 -8.70000000000000E-03  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  8.70000000000000E-03  1
 0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  8.70000000000000E-03  0.00000000000000E+00  0.00000000000000E+00  1.74000000000000E-02  0
 0.00000000000000E+00  0.00000000000000E+00  8.70000000000000E-03  0.00000000000000E+00  0.00000000000000E+00  1.74000000000000E-02  0.00000000000000E+00  0.00000000000000E+00  2.61000000000000E-02  0
 0.00000000000000E+00  0.00000000000000E+00  1.74000000000000E-02  0.00000000000000E+00  0.00000000000000E+00  2.61000000000000E-02  0.00000000000000E+00  0.00000000000000E+00  3.48000000000000E-02  0
 0.00000000000000E+00  0.00000000000000E+00  2.61000000000000E-02  0.00000000000000E+00  0.00000000000000E+00  3.48000000000000E-02  0.00000000000000E+00  0.00000000000000E+00  4.35000000000000E-02  0
 0.00000000000000E+00  0.00000000000000E+00  3.48000000000000E-02  0.00000000000000E+00  0.00000000000000E+00  4.35000000000000E-02  0.00000000000000E+00  0.00000000000000E+00  7.17890625000000E-02  0
 0.00000000000000E+00  0.00000000000000E+00  4.35000000000000E-02  0.00000000000000E+00  0.00000000000000E+00  7.17890625000000E-02  0.00000000000000E+00  0.00000000000000E+00  1.00078125000000E-01  0
 0.00000000000000E+00  0.00000000000000E+00  7.17890625000000E-02  0.00000000000000E+00  0.00000000000000E+00  1.00078125000000E-01  0.00000000000000E+00  0.00000000000000E+00  1.28367187500000E-01  0
 0.00000000000000E+00  0.00000000000000E+00  1.00078125000000E-01  0.00000000000000E+00  0.00000000000000E+00  1.28367187500000E-01  0.00000000000000E+00  0.00000000000000E+00  1.56656250000000E-01  0
 0.00000000000000E+00  0.00000000000000E+00  1.28367187500000E-01  0.00000000000000E+00  0.00000000000000E+00  1.56656250000000E-01  0.00000000000000E+00  0.00000000000000E+00  1.84945312500000E-01  0
 0.00000000000000E+00  0.00000000000000E+00  1.56656250000000E-01  0.00000000000000E+00  0.00000000000000E+00  1.84945312500000E-01  0.00000000000000E+00  0.00000000000000E+00  2.13234375000000E-01  0
 0.00000000000000E+00  0.00000000000000E+00  1.84945312500000E-01  0.00000000000000E+00  0.00000000000000E+00  2.13234375000000E-01  0.00000000000000E+00  0.00000000000000E+00  2.41523437500000E-01  0
 0.00000000000000E+00  0.00000000000000E+00  2.13234375000000E-01  0.00000000000000E+00  0.00000000000000E+00  2.41523437500000E-01  0.00000000000000E+00  0.00000000000000E+00  2.69812500000000E-01  0
 0.00000000000000E+00  0.00000000000000E+00  2.41523437500000E-01  0.00000000000000E+00  0.00000000000000E+00  2.69812500000000E-01  0.00000000000000E+00  0.00000000000000E+00  2.98101562500000E-01  0
 0.00000000000000E+00  0.00000000000000E+00  2.69812500000000E-01  0.00000000000000E+00  0.00000000000000E+00  2.98101562500000E-01  0.00000000000000E+00  0.00000000000000E+00  3.26390625000000E-01  0
 0.00000000000000E+00  0.00000000000000E+00  2.98101562500000E-01  0.00000000000000E+00  0.00000000000000E+00  3.26390625000000E-01  0.00000000000000E+00  0.00000000000000E+00  3.54679687500000E-01  0
