 1.00000000000000E-01  8.76723753374308E-03  1.62098858244664E+02
 1.06000000000000E-01  1.11952567875608E-02  1.74567399242754E+02
 1.12000000000000E-01  1.41230697082090E-02  1.87279228164915E+02
 1.18000000000000E-01  1.76251223829059E-02  2.00238519808889E+02
 1.24000000000000E-01  2.17841644468283E-02  2.13450525547559E+02
 1.30000000000000E-01  4.59445956843315E-02  2.56803130139271E+02
 1.36000000000000E-01  5.59690037718071E-02  2.72500268359127E+02
 1.42000000000000E-01  6.77079298372843E-02  2.88550144517458E+02
 1.48000000000000E-01  8.13946174539356E-02  3.04967628023525E+02
 1.54000000000000E-01  9.72900328312422E-02  3.21769000499700E+02
 1.60000000000000E-01  1.15686298645986E-01  3.38972013843043E+02
 1.66000000000000E-01  1.36910604913003E-01  3.56595963894356E+02
 1.72000000000000E-01  1.61329669706957E-01  3.74661779857399E+02
 1.78000000000000E-01  1.89354835008484E-01  3.93192130003976E+02
 1.84000000000000E-01  2.21447898048646E-01  4.12211544566593E+02
 1.90000000000000E-01  2.58127796196461E-01  4.31746557080869E+02
 1.96000000000000E-01  3.63142217405668E-01  4.74062374624315E+02
 2.02000000000000E-01  4.21525014173694E-01  4.96073912488206E+02
 2.08000000000000E-01  4.88112167462965E-01  5.18778155061972E+02
 2.14000000000000E-01  5.63982762981985E-01  5.42218937530046E+02
 2.20000000000000E-01  6.50363106292124E-01  5.66443950557292E+02
 2.26000000000000E-01  7.48649181609468E-01  5.91505147245163E+02
 2.32000000000000E-01  8.60433005993877E-01  6.17459206628683E+02
 2.38000000000000E-01  9.87533647155146E-01  6.44368062512189E+02
 2.44000000000000E-01  1.13203384470009E+00  6.72299508123638E+02
 2.50000000000000E-01  1.29632338953144E+00  7.01327889119394E+02
 2.56000000000000E-01  1.48315068621956E+00  7.31534899955825E+02
 2.62000000000000E-01  1.87385135274990E+00  7.85019366101256E+02
 2.68000000000000E-01  2.14445863186232E+00  8.19389120966965E+02
 2.74000000000000E-01  2.45338554266279E+00  8.55368445818488E+02
 2.80000000000000E-01  2.80640515977444E+00  8.93094597818278E+02
 2.86000000000000E-01  3.21027916584055E+00  9.32720771640740E+02
 2.92000000000000E-01  3.67295525611479E+00  9.74418475601579E+02
 2.98000000000000E-01  4.20381052134399E+00  1.01838034732482E+03
 3.04000000000000E-01  4.81395321943441E+00  1.06482350656880E+03
 3.10000000000000E-01  5.51659919749571E+00  1.11399356843321E+03
 3.16000000000000E-01  6.32754443983344E+00  1.16616947358111E+03
 3.22000000000000E-01  7.26576234193334E+00  1.22166933605443E+03
 3.28000000000000E-01  8.95269098242072E+00  1.31035956502267E+03
 3.34000000000000E-01  1.03297064097431E+01  1.37636567259000E+03
 3.40000000000000E-01  1.19419725654307E+01  1.44731009301532E+03
 3.46000000000000E-01  1.38370754363511E+01  1.52381721269477E+03
 3.52000000000000E-01  1.60742997631895E+01  1.60662094093827E+03
 3.58000000000000E-01  1.87281202771917E+01  1.69658981031221E+03
 3.64000000000000E-01  2.18929448784768E+01  1.79475930426923E+03
 3.70000000000000E-01  2.56896433868161E+01  1.90237395893634E+03
 3.76000000000000E-01  3.02746633518431E+01  2.02094286451638E+03
 3.82000000000000E-01  3.58529594340981E+01  2.15231381207555E+03
 3.88000000000000E-01  4.54515553287403E+01  2.35427475939074E+03
 3.94000000000000E-01  5.46574438695886E+01  2.52676322596293E+03
 4.00000000000000E-01  6.62430266268945E+01  2.72260807643606E+03
 4.06000000000000E-01  8.10150727077429E+01  2.94704095378206E+03
 4.12000000000000E-01  1.00136958791505E+02  3.20697618747482E+03
 4.18000000000000E-01  1.25331192472478E+02  3.51174368844657E+03
 4.24000000000000E-01  1.59227903942387E+02  3.87423944886401E+03
 4.30000000000000E-01  2.05991836887154E+02  4.31279851575897E+03
 4.36000000000000E-01  2.72511606108132E+02  4.85437698426392E+03
 4.42000000000000E-01  3.70803777547362E+02  5.54023848828388E+03
 4.48000000000000E-01  5.23268615516814E+02  6.43675368290692E+03
 4.54000000000000E-01  8.72025958910249E+02  8.07325669123616E+03
 4.60000000000000E-01  1.41956821738038E+03  1.00433124565772E+04
 4.66000000000000E-01  2.59766217011564E+03  1.31795153998903E+04
 4.72000000000000E-01  5.78808113650421E+03  1.87580761579338E+04
 4.78000000000000E-01  1.85135557606776E+04  2.89591354991479E+04
 4.84000000000000E-01  6.10927238149588E+04  1.98207329258539E+03
 4.90000000000000E-01  2.04699052563978E+04 -2.79414831685880E+04
