-1.80000000000000E+02  0.00000000000000E+00  2.36655960770531E-07  2.56647342117447E-07  9.00000000000000E+01  0.00000000000000E+00  1.55367793016780E+00  7.84226160381228E-08 
-1.79639639639640E+02  0.00000000000000E+00  5.11666657681389E-05  2.56663857577081E-07  9.00000000000000E+01  3.60360360360360E-01  1.55367898276173E+00  7.95777440481678E-08 
-1.79279279279279E+02  0.00000000000000E+00  2.04588230191843E-04  2.56669628651885E-07  9.00000000000000E+01  7.20720720720721E-01  1.55368003812145E+00  8.07349170346610E-08 
-1.78918918918919E+02  0.00000000000000E+00  4.60490515671757E-04  2.56664640488691E-07  9.00000000000000E+01  1.08108108108108E+00  1.55368109612209E+00  8.18939544050401E-08 
-1.78558558558559E+02  0.00000000000000E+00  8.18855484420197E-04  2.56648878496966E-07  9.00000000000000E+01  1.44144144144144E+00  1.55368215663928E+00  8.30546754161242E-08 
-1.78198198198198E+02  0.00000000000000E+00  1.27965788501137E-03  2.56622328357715E-07  9.00000000000000E+01  1.80180180180180E+00  1.55368321954772E+00  8.42168992016409E-08 
-1.77837837837838E+02  0.00000000000000E+00  1.84286523918328E-03  2.56584976032638E-07  9.00000000000000E+01  2.16216216216216E+00  1.55368428472251E+00  8.53804447989410E-08 
-1.77477477477477E+02  0.00000000000000E+00  2.50843782486317E-03  2.56536807774605E-07  9.00000000000000E+01  2.52252252252252E+00  1.55368535203823E+00  8.65451311763114E-08 
-1.77117117117117E+02  0.00000000000000E+00  3.27632865542785E-03  2.56477810138008E-07  9.00000000000000E+01  2.88288288288288E+00  1.55368642136969E+00  8.77107772596976E-08 
-1.76756756756757E+02  0.00000000000000E+00  4.14648345521361E-03  2.56407969990313E-07  9.00000000000000E+01  3.24324324324324E+00  1.55368749259117E+00  8.88772019596688E-08 
-1.76396396396396E+02  0.00000000000000E+00  5.11884063129186E-03  2.56327274523987E-07  9.00000000000000E+01  3.60360360360360E+00  1.55368856557701E+00  9.00442241980476E-08 
-1.76036036036036E+02  0.00000000000000E+00  6.19333124153496E-03  2.56235711269038E-07  9.00000000000000E+01  3.96396396396396E+00  1.55368964020171E+00  9.12116629347898E-08 
-1.75675675675676E+02  0.00000000000000E+00  7.36987895898858E-03  2.56133268106176E-07  9.00000000000000E+01  4.32432432432432E+00  1.55369071633956E+00  9.23793371944795E-08 
-1.75315315315315E+02  0.00000000000000E+00  8.64840003258157E-03  2.56019933280945E-07  9.00000000000000E+01  4.68468468468468E+00  1.55369179386454E+00  9.35470660927252E-08 
-1.74954954954955E+02  0.00000000000000E+00  1.00288032441979E-02  2.55895695417708E-07  9.00000000000000E+01  5.04504504504505E+00  1.55369287265110E+00  9.47146688626430E-08 
-1.74594594594595E+02  0.00000000000000E+00  1.15109898621457E-02  2.55760543535178E-07  9.00000000000000E+01  5.40540540540541E+00  1.55369395257321E+00  9.58819648812521E-08 
-1.74234234234234E+02  0.00000000000000E+00  1.30948535910501E-02  2.55614467061750E-07  9.00000000000000E+01  5.76576576576577E+00  1.55369503350542E+00  9.70487736953887E-08 
-1.73873873873874E+02  0.00000000000000E+00  1.47802805182132E-02  2.55457455852092E-07  9.00000000000000E+01  6.12612612612613E+00  1.55369611532181E+00  9.82149150482719E-08 
-1.73513513513514E+02  0.00000000000000E+00  1.65671490564748E-02  2.55289500203570E-07  9.00000000000000E+01  6.48648648648649E+00  1.55369719789703E+00  9.93802089049719E-08 
-1.73153153153153E+02  0.00000000000000E+00  1.84553298836177E-02  2.55110590874316E-07  9.00000000000000E+01  6.84684684684685E+00  1.55369828110523E+00  1.00544475478551E-07 
-1.72792792792793E+02  0.00000000000000E+00  2.04446858783635E-02  2.54920719100865E-07  9.00000000000000E+01  7.20720720720721E+00  1.55369936482118E+00  1.01707535255933E-07 
-1.72432432432432E+02  0.00000000000000E+00  2.25350720529957E-02  2.54719876616911E-07  9.00000000000000E+01  7.56756756756757E+00  1.55370044891989E+00  1.02869209023204E-07 
-1.72072072072072E+02  0.00000000000000E+00  2.47263354826771E-02  2.54508055672740E-07  9.00000000000000E+01  7.92792792792793E+00  1.55370153327581E+00  1.04029317891682E-07 
-1.71711711711712E+02  0.00000000000000E+00  2.70183152314954E-02  2.54285249054804E-07  9.00000000000000E+01  8.28828828828829E+00  1.55370261776416E+00  1.05187683322641E-07 
-1.71351351351351E+02  0.00000000000000E+00  2.94108422752981E-02  2.54051450106358E-07  9.00000000000000E+01  8.64864864864865E+00  1.55370370226057E+00  1.06344127153231E-07 
-1.70990990990991E+02  0.00000000000000E+00  3.19037394213853E-02  2.53806652748187E-07  9.00000000000000E+01  9.00900900900901E+00  1.55370478664014E+00  1.07498471621270E-07 
-1.70630630630631E+02  0.00000000000000E+00  3.44968212250959E-02  2.53550851500288E-07  9.00000000000000E+01  9.36936936936937E+00  1.55370587077898E+00  1.08650539390476E-07 
-1.70270270270270E+02  0.00000000000000E+00  3.71898939033710E-02  2.53284041503870E-07  9.00000000000000E+01  9.72972972972973E+00  1.55370695455292E+00  1.09800153575294E-07 
-1.69909909909910E+02  0.00000000000000E+00  3.99827552453474E-02  2.53006218544036E-07  9.00000000000000E+01  1.00900900900901E+01  1.55370803783838E+00  1.10947137765671E-07 
